,날짜,신문사,제목,분야
1054,2024.04.02. 오전 10:08,한국경제,"국제약품, 셀트리온 아일리아 시밀러 국내 독점 공급",IT
1055,2024.04.02. 오전 10:06,매일경제,"“대형 산불, 문제 없어” SKT, 위성·소형 기지국 결합 긴급통신 기술 개발",경제
1056,2024.04.02. 오전 10:06,파이낸셜뉴스,태영건설·비알코리아 동반성장지수 평가서 제외,경제
1057,2024.04.02. 오전 10:06,매일경제,"“맞벌이 하느라 밥 해먹기도 힘든데”…난리난 반찬가게들, 왜?",경제
1058,2024.04.02. 오전 10:05,이데일리,"NH투자증권 나무증권, ‘중개형 ISA 이벤트’ 시행",경제
1059,2024.04.02. 오전 10:05,이데일리,"""中판매 허가에 특허 소송 합의금까지”…비올, 올해도 최고실적 청신호",IT
1060,2024.04.02. 오전 10:05,한경비즈니스,"개기일식 감상 위해 특별항공편 편성한 항공사, 항공권은 매진",경제
1061,2024.04.02. 오전 10:05,이데일리,"""놀이공원 아니다"" 우리 아이가 주말에 하고픈 것 1위는",경제
1062,2024.04.02. 오전 10:04,조선비즈,"SK오션플랜트, 세계 최대 고정식 해상풍력 하부구조물 대만 수출",경제
1063,2024.04.02. 오전 10:04,한국경제,엔젤로보틱스 전환우선주 62만주 보통주 전환 청구돼 [주목 e공시],경제
1064,2024.04.02. 오전 10:04,매일경제,"전기차 화재 진압 ‘8시간→10분’…DL이앤씨, 세계 최초 ‘건물용 전기차 화재진압 시스템’ 개발",경제
1065,2024.04.02. 오전 10:04,한경비즈니스,"""배달의민족 기다려라""...쿠팡이츠, 요기요 제치고 업계 2위 등극",경제
1066,2024.04.02. 오전 10:03,이데일리,"롯데손보, 국내 최초 전세사기 대응 보험 내놓는다",경제
1067,2024.04.02. 오전 10:03,이데일리,"“수상 또 수상” 현대·기아 전기차, 세계 시상식 휩쓸었다",생활
1068,2024.04.02. 오전 10:02,조선비즈,"SPC 파리바게뜨, 싱가포르 20호점 '스퀘어2점' 열어",경제
1069,2024.04.02. 오전 10:02,한경비즈니스,"삼성SDI, SBB·UPS 등 ESS용 배터리 라인업 공개",경제
1070,2024.04.02. 오전 10:01,조선비즈,[종이도 자원] 17시간 냉장에 수분 차단… 진화하는 종이 포장재,경제
1071,2024.04.02. 오전 10:01,파이낸셜뉴스,"""물가 안 떨어지네"" 또 3%대 고공행진…사과 88.2%·배 87.8%↑ (종합2)",경제
1072,2024.04.02. 오전 10:01,조선비즈,“ETF 검색하면 우리 회사부터 뜨게”… 리브랜딩 나서는 운용사들,경제
1073,2024.04.02. 오전 10:00,이데일리,"전기차 불나면 10분만에 진압..DL이앤씨 ""세계 최초 개발""",경제
1074,2024.04.02. 오전 9:59,파이낸셜뉴스,"기보, KOICA·창진원과 해외진출 中企 지원 '맞손'",경제
1075,2024.04.02. 오전 9:59,파이낸셜뉴스,보령의료봉사상 대상에 최일영 한양대 명예교수 선정,생활
1076,2024.04.02. 오전 9:59,조선비즈,"“간편하게, 든든하게” 동서식품, 포스트 바 6종 구축",경제
1077,2024.04.02. 오전 9:58,한국경제,"삼성전자 또 날았다…""봄이 오는 소리"" 증권가 이구동성",경제
1078,2024.04.02. 오전 9:58,이데일리,"수협은행, 창립 62주년 예금 금리 인상…‘헤이적금’ 연 최고 4.5%",경제
1079,2024.04.02. 오전 9:57,한국경제TV,"닷컴버블 예언가의 경고...""최악의 증시 거품 조심할 때""",경제
1080,2024.04.02. 오전 9:57,파이낸셜뉴스,"LG U+, GS25와 손잡고 1만원대 인터넷 요금제 저변 확대 나선다",IT
1081,2024.04.02. 오전 9:56,한경비즈니스,효성 조석래 명예회장 별세... 재계 2세 활약상 조명,경제
1082,2024.04.02. 오전 9:55,파이낸셜뉴스,"이란 영사관 폭격에 국제 유가 5개월 만에 최고, 중동 긴장 고조",경제
1083,2024.04.02. 오전 9:55,파이낸셜뉴스,"[fn마켓워치]K2인베, 글로벌 초격차에 1592억 베팅",경제
1084,2024.04.02. 오전 9:53,한국경제,"강스템바이오텍, 아토피 신약 후보의 치료목적 사용승인에 급등",경제
1085,2024.04.02. 오전 9:53,한국경제,"""지배구조 우수기업, 감사인 지정 면제…밸류업 인센티브 확대 추진""",경제
1086,2024.04.02. 오전 9:53,한국경제,"""10분 만에 불 끈다""…DL이앤씨, '전기차 화재진압 시스템' 개발",경제
1087,2024.04.02. 오전 9:53,이데일리,하이트진로 ‘켈리’ 출시 1주년…1초에 11.5병씩 팔렸다,경제
1088,2024.04.02. 오전 9:53,조선비즈,"[특징주] ‘배당락’ 이마트, 1%대 약세",경제
1089,2024.04.02. 오전 9:53,이데일리,"제테마, ‘순수필’ 국내 리뉴얼 출시 및 사내 홍보 진행",경제
1090,2024.04.02. 오전 9:52,중앙일보,"1분기 외국인직접투자 70억5000만 달러, 역대 1분기 최대",경제
1091,2024.04.02. 오전 9:52,조선비즈,"금호건설, 대웅제약 마곡연구소 신축공사 수주",경제
1092,2024.04.02. 오전 9:51,한겨레,강원 사과산지 면적 2배로…과수산업 기후 위기 대책,경제
1093,2024.04.02. 오전 9:51,이데일리,"푸디스트, 프로 스포츠단 급식 서비스 운영",경제
1094,2024.04.02. 오전 9:50,한국경제TV,"비젠트로, 아시아 최대 규모 스마트팩토리 산업자동화 전시회 성료",경제
1095,2024.04.02. 오전 9:50,파이낸셜뉴스,"美 제조업 1년반만에 증가세, 3월 제조업PMI 지수 50.3",경제
1096,2024.04.02. 오전 9:50,조선비즈,전남 최초 정원형 식물원 ‘산이정원’ 5월 문 연다,경제
1097,2024.04.02. 오전 9:49,한국경제TV,"""중국 비중 낮은 곳 선별""…화장품주 하루만에 조정세",경제
1098,2024.04.02. 오전 9:49,한국경제TV,"롯데건설, 광주 서구 일원 '중앙공원 롯데캐슬 시그니처' 4월 분양 앞둬",경제
1099,2024.04.02. 오전 9:49,매일경제,"“스테로이드 대체”…코스맥스, 세계 최초 문제성 피부 개선 마이크로바이옴 솔루션 개발",경제
1100,2024.04.02. 오전 9:48,파이낸셜뉴스,"핑크퐁 아기상어·베베핀, 美 백악관 행사 초청",경제
1101,2024.04.02. 오전 9:48,파이낸셜뉴스,유유제약 비뇨기 치료제 '유힐릭스' 동남아 시장 진출 본격화,생활
1102,2024.04.02. 오전 9:48,매일경제,"SK매직, ‘초소형 직수 정수기’ 출시 한 달 만에 1.5만 대 돌파∙∙∙화성공장 풀가동",경제
1103,2024.04.02. 오전 9:48,이데일리,"쿠팡이츠, 요기요 제치고 배달앱 2위…무료배달 효과 톡톡",경제
1104,2024.04.02. 오전 9:48,조선비즈,"[특징주] 카카오, 1분기 암울한 실적 예상에 내림세",경제
1105,2024.04.02. 오전 9:48,이데일리,"금융위 “감사인 지정 면제, 밸류업 회계 강화 효과”",경제
1106,2024.04.02. 오전 9:46,매일경제,‘송도자이풍경채 그라노블’ 오피스텔 일주일 만에 완판…아파트 정당계약 돌입,경제
1107,2024.04.02. 오전 9:46,매일경제,"“분담금만 내세요. 사업정보는 묻지 마시고”…깜깜이 지역주택조합, 사업 막힌다",경제
1108,2024.04.02. 오전 9:45,한국경제,"'미승인 약 투여' 박셀바이오, 임상 일시 정지 소식에 급락",경제
1109,2024.04.02. 오전 9:45,이데일리,"故조석래 명예회장 영결식..조현준 ""효성 더 단단하게 만들겠다""",경제
1110,2024.04.02. 오전 9:45,한경비즈니스,효성그룹 마포 본사에서 故조석래 명예회장 영결식,경제
1111,2024.04.02. 오전 9:45,이데일리,"강스템, 아토피약 후보 '퓨어스템-에이디주' 치료목적 사용승인",IT
1112,2024.04.02. 오전 9:44,파이낸셜뉴스,"글로벌 전기차 BYD, 티몬에서 초저가로 산다",경제
1113,2024.04.02. 오전 9:44,파이낸셜뉴스,"파리바게뜨, 동남아 시장 확대 박차..싱가포르 20호점 열어",경제
1114,2024.04.02. 오전 9:44,한국경제,"유유제약, 동남아 본격 공략…유힐릭스 필리핀·미얀마 허가",IT
1115,2024.04.02. 오전 9:44,조선비즈,"맘스터치, '싸이데이' 기념 한정 메뉴 '슈퍼싸이콤보' 출시",경제
1116,2024.04.02. 오전 9:44,한경비즈니스,"금융감독원, 서민 등골 빨아먹는 온라인 대부중계플랫폼 불법행위 철퇴",경제
1117,2024.04.02. 오전 9:44,한국경제,"GSC KOREA 2024(글로벌 공급망 혁신대전), 6월 삼성 코엑스에서 개최",경제
1118,2024.04.02. 오전 9:44,이데일리,"""국민에게 재미있고 알기 쉽게 지식재산 정책 알려드려요""",경제
1119,2024.04.02. 오전 9:43,파이낸셜뉴스,"KB증권, 올해 1분기 리테일채권 판매액 4.3조원 돌파",경제
1120,2024.04.02. 오전 9:42,파이낸셜뉴스,"라온피플 자회사, 마이크로소프트 AI 라이선스 및 제품 공급",경제
1121,2024.04.02. 오전 9:42,매일경제,"넵튠 자회사 님블뉴런, ‘이터널 리턴’ 지역 연고 e스포츠 대회 하반기 개최",경제
1122,2024.04.02. 오전 9:42,매일경제,"구몬학습, 신규 회원 대상 ‘브랜드 스위칭 프로모션’ 실시",경제
1123,2024.04.02. 오전 9:41,파이낸셜뉴스,"웹케시그룹, 상반기 공채 평균 경쟁률 64대1...역대 최고",경제
1124,2024.04.02. 오전 9:40,파이낸셜뉴스,"""같은 회사인데 연봉은 24배 차이""... 사장-직원 격차 커졌다",경제
1125,2024.04.02. 오전 9:40,조선비즈,"롯데건설, 식목일 앞두고 가족과 친환경 텃밭 조성",경제
1126,2024.04.02. 오전 9:40,한국경제,"동아에스티, 뉴로보 MASH 신약 올해 말 2상 완료",IT
1127,2024.04.02. 오전 9:40,조선비즈,"테크랩스, 메타와 디지털 마케팅 분야 전략적 파트너십 맺어",경제
1128,2024.04.02. 오전 9:40,한경비즈니스,"[속보]검찰, 허영인 SPC 회장 체포...""수차례 출석 조사 불응""",경제
1129,2024.04.02. 오전 9:39,조선비즈,"[특징주] 반도체 업황 호전에 장비업체 엑시콘, 20%대",경제
1130,2024.04.02. 오전 9:39,파이낸셜뉴스,올해 1분기 외국인직접투자 70.5억달러 '역대 최대',경제
1131,2024.04.02. 오전 9:38,이데일리,"한은 ""물가, 당분간 유가·농산물가격 따라 매끄럽지 않을 것""",경제
1132,2024.04.02. 오전 9:37,파이낸셜뉴스,"디알텍, 씨텍메디칼 완전 자회사 ""진단시스템 강화""",경제
1133,2024.04.02. 오전 9:37,이데일리,"마크로젠 ""DTC 유전자검사로 디지털헬스케어 핵개인화 시대 연다""",경제
1134,2024.04.02. 오전 9:37,파이낸셜뉴스,"국내 스타트업, 운전자 습관 바꿔 탄소배출 저감에 나서",경제
1135,2024.04.02. 오전 9:37,동아일보,"체외진단 전문기업 큐브바이오, 대만 ‘Taiwan Biotech’과 200억 규모 수출계약 체결",경제
1136,2024.04.02. 오전 9:36,한국경제TV,환율 연중 최고치 경신…외국인 반도체 '짝사랑',경제
1137,2024.04.02. 오전 9:36,이데일리,"티웨이항공, 티웨이플러스 회원 전용 신라면세점 혜택 제공",경제
1138,2024.04.02. 오전 9:36,이데일리,"[특징주]삼보산업, 150억원 규모 유상증자 소식에 16%↓",경제
1139,2024.04.02. 오전 9:36,이데일리,"KT&G; 상상마당, ‘퍼포먼스 챌린지’ 최종 선정작 발표",경제
1140,2024.04.02. 오전 9:36,조선비즈,"[특징주] ‘인적 분할’ SK이터닉스, 상장 후 3거래일 연속 ‘上’",경제
1141,2024.04.02. 오전 9:35,TV조선,지난해 자산운용사 공모펀드 53조↑…10년 사이 최대 증가,경제
1142,2024.04.02. 오전 9:35,한경비즈니스,"사과 작년보다 88% 상승, 제사상에 망고 올릴라",경제
1143,2024.04.02. 오전 9:35,한국경제,"블랙스톤, 가까스로 아크플레이스 매각 성공…3200억 차익",경제
1144,2024.04.02. 오전 9:34,한국경제TV,"""강한 수요·공급 부족""…목표가 50% 상향",경제
1145,2024.04.02. 오전 9:34,한국경제,"""23만원까지 나왔다"" 환호…신고가 행진에 '20만닉스' 성큼",경제
1146,2024.04.02. 오전 9:33,조선일보,"급커브에 휘청, 연석에 ‘쾅’…4000만원 샤오미 전기차 잇단 사고영상",경제
1147,2024.04.02. 오전 9:32,이데일리,김소영 “밸류업 우수기업에 과감한 인센티브”,경제
1148,2024.04.02. 오전 9:32,파이낸셜뉴스,"KCC 더 클렌체 갤러리, 방문객들로 북적",경제
1149,2024.04.02. 오전 9:32,이데일리,"아이나비모빌리티, 택시 호출 플랫폼 ‘아이나비M’ 경기 여주 진출",경제
1150,2024.04.02. 오전 9:32,매일경제,“회사 앞서 나라 생각하신분”…고 조석래 명예회장 영결식 마포본사서 열려,경제
1151,2024.04.02. 오전 9:32,한경비즈니스,"에이피알, 시장 다변화 통했다…해외 매출 '역대 최대'",경제
1152,2024.04.02. 오전 9:32,이데일리,"캐나다구스(Canada Goose), 축구선수 황희찬과 함께한 2024 봄·여름 컬렉션 화보 선보여",경제
1153,2024.04.02. 오전 9:31,중앙일보,"SNS 끊은 정용진, 칼 빼들었다…신세계건설 대표이사 경질",경제
1154,2024.04.02. 오전 9:31,파이낸셜뉴스,"알테오젠, 中치루제약 바이오시밀러 마일스톤 수령",IT
1155,2024.04.02. 오전 9:31,조선비즈,"감사 지정·연부과금 면제, 거래소 벌금 유예… ‘밸류업’ 인센티브 추가한다",경제
1156,2024.04.02. 오전 9:31,한국경제,"SK이터닉스, 인적분할 상장 이후 3거래일 연속 '上'",경제
1157,2024.04.02. 오전 9:31,이데일리,"지배구조 우수기업, ‘감사인 지정’ 제외…밸류업 인센티브 강화",경제
1158,2024.04.02. 오전 9:31,파이낸셜뉴스,"금융위, 기업 밸류업 인센티브 확대..감사인 지정 면제 추진",경제
1159,2024.04.02. 오전 9:31,조선비즈,김소영 부위원장 “기업 밸류업 우수기업에 신규 인센티브 제공”,경제
1160,2024.04.02. 오전 9:30,파이낸셜뉴스,속초시 주거중심축 이동…‘힐스테이트 속초’ 기대감 높아져,경제
1161,2024.04.02. 오전 9:30,파이낸셜뉴스,"솔랩, ‘프리미어 3종’ 올리브영 온라인몰 공식 입점",경제
1162,2024.04.02. 오전 9:30,이데일리,"국고채 금리, 일제히 상승 출발… 10년물, 5.5bp↑",경제
1163,2024.04.02. 오전 9:30,한국경제TV,"""밸류업 동참하면 8종 인센티브…지정 감사제 면제""",경제
1164,2024.04.02. 오전 9:29,한국경제TV,"자고나면 신고가...""수익난 투자자 비중 89%""",경제
1165,2024.04.02. 오전 9:29,이데일리,[인사]기획재정부,경제
1166,2024.04.02. 오전 9:28,한국경제TV,연준 6월 금리인하 가능성 50% 아래,경제
1167,2024.04.02. 오전 9:28,이데일리,"[특징주]베이비몬스터 데뷔에도…YG엔터, 하락세",경제
1168,2024.04.02. 오전 9:28,이데일리,"뉴로보, MASH 신약 글로벌 임상 2상 파트1 환자 모집 완료",IT
1169,2024.04.02. 오전 9:27,한국경제,"에어부산, 부산~보홀 신규 취항…특가 편도 총액 9만9000원부터",경제
1170,2024.04.02. 오전 9:27,한국경제,"알테오젠, 치루제약으로부터 허셉틴 시밀러 마일스톤 수령",IT
1171,2024.04.02. 오전 9:27,한국경제,"아미코젠, D-피니톨 PTSD 치료 잠재성 연구 결과 발표",IT
1172,2024.04.02. 오전 9:27,한국경제,3월 소비자 물가 3.1%↑…사과·배 '역대 최고' 상승폭 기록,경제
1173,2024.04.02. 오전 9:27,한국경제,'쇄신' 칼 빼든 정용진 회장…'CEO 교체 1호'는 신세계건설,경제
1174,2024.04.02. 오전 9:26,이데일리,글로벌 도전 나선 프랭크버거…“올해 1500억 매출 목표”,경제
1175,2024.04.02. 오전 9:26,이데일리,"최상목 ""3월 연간 물가 정점…하반기 갈수록 빠르게 안정화""",경제
1176,2024.04.02. 오전 9:26,매일경제,"젠큐릭스 유방암 예후진단, 서울아산병원·서울성모병원 등 추가… 상급종합병원 81% 커버",경제
1177,2024.04.02. 오전 9:26,한국경제,"군인공제회, 금융투자 CIO 공모 착수…현 CIO 연임 불발",경제
1178,2024.04.02. 오전 9:26,이데일리,"[특징주]신재생에너지 담당 SK이터닉스, 분할 후 3일 연속 上",경제
