,Unnamed: 0,날짜,신문사,제목,분야
26,26,2024.11.05. 오후 8:37,한국경제,"""안정이냐 변화냐""…美대선 결과 앞두고 외환시장 출렁",경제
27,27,2024.11.05. 오후 8:31,한국경제,코타키나발루 패키지가 10만원대…3분 만에 '완판' 됐다,경제
28,28,2024.11.05. 오후 8:26,한국경제,"팔란티어 ""끊임없는 AI 수요로 실적 성장""",경제
29,29,2024.11.05. 오후 8:16,경향신문,"현대건설, 불가리아 대형 원전 수주",경제
30,30,2024.11.05. 오후 8:15,경향신문,"사모펀드에서 인수한 기업들, 생각보다 ‘밸류업’ 별로",경제
31,31,2024.11.05. 오후 8:14,경향신문,3년 만에 더 고급스럽고 야무지게 변신…기아 ‘더 뉴 스포티지’ 출시,경제
32,32,2024.11.05. 오후 8:14,경향신문,"보증금? 투자금!…리츠, 전월세 대안 될까",경제
33,33,2024.11.05. 오후 8:13,매일경제,"“마트 갔다가 장바구니 반도 못채웠다”…주부들 여전히 팍팍한 살림, 왜",경제
0,0,2024.11.06. 오후 8:38,경향신문,트럼프의 귀환···부메랑된 대미 무역흑자[2024 미국 대선],경제
1,1,2024.11.06. 오후 8:38,매일경제,"“트럼프가 로켓 쐈다”…최고가마저 뚫은 비트코인, 어디까지 갈까 [다시 트럼프 시대]",경제
2,2,2024.11.06. 오후 8:29,매일경제,"나스닥 상장한다며 허위홍보 증선위, 적발업체 檢 고발 예정",경제
3,3,2024.11.06. 오후 8:27,중앙일보,"[속보] 환율, 美 트럼프 당선에 1400원 넘어…약 7개월 만",경제
4,4,2024.11.06. 오후 8:27,매일경제,돌아온 스트롱맨에 원화값 주르륵…1400원선 돌파 [다시 트럼프 시대],경제
5,5,2024.11.06. 오후 8:27,매일경제,"[속보] 환율, 美 트럼프 당선에 1400원 넘어…약 7개월 만",경제
6,6,2024.11.06. 오후 8:27,이데일리,"SKT ""AI로 돈 버는 방법 보여주겠다""…연말 AIDC 가동이 첫발(종합)",IT
7,7,2024.11.06. 오후 8:27,매일경제,"美 행동주의펀드, 콜마홀딩스 노린다",경제
8,8,2024.11.06. 오후 8:26,한국경제,"[속보] 환율, 美 트럼프 당선에 1400원 넘어…약 7개월 만",경제
9,9,2024.11.06. 오후 8:11,이데일리,"[포토] 푸마, ‘울트라3 쉴드’ 출시",경제
10,10,2024.11.06. 오후 8:04,조선비즈,"증선위, ‘회계처리 위반’ 비덴트 검찰 통보 조치",경제
11,11,2024.11.06. 오후 8:00,이데일리,"경제계 ""트럼프 집권 환영…한미 협력 큰 성과 이어지길""",경제
12,12,2024.11.06. 오후 8:00,한국경제,트럼프 2.0…美시장서 금융·철강·석유가스·내수소매업 수혜 예상,경제
13,13,2024.11.06. 오후 8:00,이데일리,"한세예스24홀딩스, 이래AMS 1354억원에 인수",경제
14,14,2024.11.06. 오후 7:46,이데일리,[마켓인]상장 나선 '흑자 MCN' 레페리…막혔던 회수 통로 열릴까,경제
15,15,2024.11.06. 오후 7:39,파이낸셜뉴스,"경제단체 ""트럼프 당선 축하...한미동맹 기반으로 협력 더 강화되길""",경제
16,16,2024.11.06. 오후 7:39,한경비즈니스,"[속보] 트럼프, 美 47대 대통령 당선 확정···선거인단 276명 확보",경제
17,17,2024.11.06. 오후 7:37,조선비즈,"한미약품, 비만약 동물실험 공개… “체중 줄고 근육량 늘어”",경제
18,18,2024.11.06. 오후 7:32,한경비즈니스,"한경협·대한상의 ""트럼프 당선 계기로 한미동맹·경제협력 강화 기대""",경제
19,19,2024.11.06. 오후 7:32,이데일리,"경총 ""트럼프 대통령, 韓 기업 활발한 투자 위한 제도 개선 나서달라""",경제
20,20,2024.11.06. 오후 7:28,한겨레,재계 단체도 트럼프 당선 축하…“한국 기업 투자 기여하고 있다”,경제
21,21,2024.11.06. 오후 7:28,한경비즈니스,"[속보] 윤 대통령, 앤디 김 美 상원의원 당선 축하 ""한국 동포 사회에 영감""",경제
22,22,2024.11.06. 오후 7:26,한국경제,트럼프 2.0…달러화·美국채 금리·비트코인 일제히 급등,경제
23,23,2024.11.06. 오후 7:24,한겨레,더 독해진 ‘트럼프 2기’…한국 배터리·자동차·반도체 ‘비상등’,경제
24,24,2024.11.06. 오후 7:24,매일경제,비수도권 벤처투자 2배 늘린다,경제
25,25,2024.11.06. 오후 7:21,매일경제,트럼프노믹스에 중국은 초비상…관세전쟁 예고에 경제성장률 곤두박질 칠 수도 [다시 트럼프 시대],경제
26,26,2024.11.06. 오후 7:18,이데일리,"블루서밋캐피털, 퀀텀온 파산신청",경제
27,27,2024.11.06. 오후 7:10,TV조선,"카카오모빌리티, '분식회계'로 금융당국 중징계 맞았다",경제
28,28,2024.11.06. 오후 7:10,파이낸셜뉴스,"리처드 용재 오닐, 포스코이앤씨 더샵갤러리에서 클래식 라이브",경제
29,29,2024.11.06. 오후 7:05,이데일리,"[이지혜의 뷰]트럼프 vs 해리스, 누가 이기든 이 주식은 오릅니다",경제
30,30,2024.11.06. 오후 7:02,이데일리,"전력거래소, 겨울 앞두고 광주 동구 쪽방촌에 이불 지원",경제
0,0,2024.11.06. 오후 9:00,이데일리,"[속보]HD현대중공업 노사, 임단협 잠정합의…기본급 12만9천원 인상",경제
1,1,2024.11.06. 오후 9:00,조선일보,"환율, 7개월만 1400원 돌파… 트럼프 당선 여파",경제
2,2,2024.11.06. 오후 8:56,한겨레,원-달러 환율 장중 1400원 돌파…트럼프 당선에 달러 가치 급등 양상,경제
3,3,2024.11.06. 오후 8:49,한국경제TV,"트럼프 당선에 원·달러 환율 1,400원 넘어",경제
4,4,2024.11.06. 오후 9:00,이데일리,"[속보]HD현대중공업 노사, 임단협 잠정합의…기본급 12만9천원 인상",경제
5,5,2024.11.06. 오후 9:00,조선일보,"환율, 7개월만 1400원 돌파… 트럼프 당선 여파",경제
6,6,2024.11.06. 오후 8:56,한겨레,원-달러 환율 장중 1400원 돌파…트럼프 당선에 달러 가치 급등 양상,경제
7,7,2024.11.06. 오후 8:49,한국경제TV,"트럼프 당선에 원·달러 환율 1,400원 넘어",경제
0,0,2024.11.06. 오후 9:00,이데일리,"[속보]HD현대중공업 노사, 임단협 잠정합의…기본급 12만9천원 인상",경제
1,1,2024.11.06. 오후 9:00,조선일보,"환율, 7개월만 1400원 돌파… 트럼프 당선 여파",경제
2,2,2024.11.06. 오후 8:56,한겨레,원-달러 환율 장중 1400원 돌파…트럼프 당선에 달러 가치 급등 양상,경제
3,3,2024.11.06. 오후 8:49,한국경제TV,"트럼프 당선에 원·달러 환율 1,400원 넘어",경제
4,4,2024.11.06. 오후 9:00,이데일리,"[속보]HD현대중공업 노사, 임단협 잠정합의…기본급 12만9천원 인상",경제
5,5,2024.11.06. 오후 9:00,조선일보,"환율, 7개월만 1400원 돌파… 트럼프 당선 여파",경제
6,6,2024.11.06. 오후 8:56,한겨레,원-달러 환율 장중 1400원 돌파…트럼프 당선에 달러 가치 급등 양상,경제
7,7,2024.11.06. 오후 8:49,한국경제TV,"트럼프 당선에 원·달러 환율 1,400원 넘어",경제
0,0,2024.11.06. 오후 9:00,이데일리,"[속보]HD현대중공업 노사, 임단협 잠정합의…기본급 12만9천원 인상",경제
1,1,2024.11.06. 오후 9:00,조선일보,"환율, 7개월만 1400원 돌파… 트럼프 당선 여파",경제
2,2,2024.11.06. 오후 8:56,한겨레,원-달러 환율 장중 1400원 돌파…트럼프 당선에 달러 가치 급등 양상,경제
3,3,2024.11.06. 오후 8:49,한국경제TV,"트럼프 당선에 원·달러 환율 1,400원 넘어",경제
4,4,2024.11.06. 오후 9:00,이데일리,"[속보]HD현대중공업 노사, 임단협 잠정합의…기본급 12만9천원 인상",경제
5,5,2024.11.06. 오후 9:00,조선일보,"환율, 7개월만 1400원 돌파… 트럼프 당선 여파",경제
6,6,2024.11.06. 오후 8:56,한겨레,원-달러 환율 장중 1400원 돌파…트럼프 당선에 달러 가치 급등 양상,경제
7,7,2024.11.06. 오후 8:49,한국경제TV,"트럼프 당선에 원·달러 환율 1,400원 넘어",경제
0,0,2024.11.06. 오후 9:01,한국경제,"""주부들 난리 나겠네""…흑백요리사 셰프도 놀란 'AI 주방'",경제
1,1,2024.11.06. 오후 9:00,이데일리,"[속보]HD현대중공업 노사, 임단협 잠정합의…기본급 12만9천원 인상",경제
2,2,2024.11.06. 오후 9:00,조선일보,"환율, 7개월만 1400원 돌파… 트럼프 당선 여파",경제
3,3,2024.11.06. 오후 8:56,한겨레,원-달러 환율 장중 1400원 돌파…트럼프 당선에 달러 가치 급등 양상,경제
4,4,2024.11.06. 오후 8:49,한국경제TV,"트럼프 당선에 원·달러 환율 1,400원 넘어",경제
5,5,2024.11.06. 오후 9:01,한국경제,"""주부들 난리 나겠네""…흑백요리사 셰프도 놀란 'AI 주방'",경제
6,6,2024.11.06. 오후 9:00,이데일리,"[속보]HD현대중공업 노사, 임단협 잠정합의…기본급 12만9천원 인상",경제
7,7,2024.11.06. 오후 9:00,조선일보,"환율, 7개월만 1400원 돌파… 트럼프 당선 여파",경제
8,8,2024.11.06. 오후 8:56,한겨레,원-달러 환율 장중 1400원 돌파…트럼프 당선에 달러 가치 급등 양상,경제
9,9,2024.11.06. 오후 8:49,한국경제TV,"트럼프 당선에 원·달러 환율 1,400원 넘어",경제
0,0,2024.11.06. 오후 9:01,한국경제,"""주부들 난리 나겠네""…흑백요리사 셰프도 놀란 'AI 주방'",경제
1,1,2024.11.06. 오후 9:00,이데일리,"[속보]HD현대중공업 노사, 임단협 잠정합의…기본급 12만9천원 인상",경제
2,2,2024.11.06. 오후 9:00,조선일보,"환율, 7개월만 1400원 돌파… 트럼프 당선 여파",경제
3,3,2024.11.06. 오후 8:56,한겨레,원-달러 환율 장중 1400원 돌파…트럼프 당선에 달러 가치 급등 양상,경제
4,4,2024.11.06. 오후 9:01,한국경제,"""주부들 난리 나겠네""…흑백요리사 셰프도 놀란 'AI 주방'",경제
5,5,2024.11.06. 오후 9:00,이데일리,"[속보]HD현대중공업 노사, 임단협 잠정합의…기본급 12만9천원 인상",경제
6,6,2024.11.06. 오후 9:00,조선일보,"환율, 7개월만 1400원 돌파… 트럼프 당선 여파",경제
7,7,2024.11.06. 오후 8:56,한겨레,원-달러 환율 장중 1400원 돌파…트럼프 당선에 달러 가치 급등 양상,경제
0,0,2024.11.06. 오후 9:01,한국경제,"""주부들 난리 나겠네""…흑백요리사 셰프도 놀란 'AI 주방'",경제
1,1,2024.11.06. 오후 9:00,이데일리,"[속보]HD현대중공업 노사, 임단협 잠정합의…기본급 12만9천원 인상",경제
2,2,2024.11.06. 오후 9:00,조선일보,"환율, 7개월만 1400원 돌파… 트럼프 당선 여파",경제
3,3,2024.11.06. 오후 8:56,한겨레,원-달러 환율 장중 1400원 돌파…트럼프 당선에 달러 가치 급등 양상,경제
4,4,2024.11.06. 오후 9:01,한국경제,"""주부들 난리 나겠네""…흑백요리사 셰프도 놀란 'AI 주방'",경제
5,5,2024.11.06. 오후 9:00,이데일리,"[속보]HD현대중공업 노사, 임단협 잠정합의…기본급 12만9천원 인상",경제
6,6,2024.11.06. 오후 9:00,조선일보,"환율, 7개월만 1400원 돌파… 트럼프 당선 여파",경제
7,7,2024.11.06. 오후 8:56,한겨레,원-달러 환율 장중 1400원 돌파…트럼프 당선에 달러 가치 급등 양상,경제
0,0,2024.11.06. 오후 9:01,한국경제,"""주부들 난리 나겠네""…흑백요리사 셰프도 놀란 'AI 주방'",경제
1,1,2024.11.06. 오후 9:00,이데일리,"[속보]HD현대중공업 노사, 임단협 잠정합의…기본급 12만9천원 인상",경제
2,2,2024.11.06. 오후 9:00,조선일보,"환율, 7개월만 1400원 돌파… 트럼프 당선 여파",경제
3,3,2024.11.06. 오후 8:56,한겨레,원-달러 환율 장중 1400원 돌파…트럼프 당선에 달러 가치 급등 양상,경제
4,4,2024.11.06. 오후 9:01,한국경제,"""주부들 난리 나겠네""…흑백요리사 셰프도 놀란 'AI 주방'",경제
5,5,2024.11.06. 오후 9:00,이데일리,"[속보]HD현대중공업 노사, 임단협 잠정합의…기본급 12만9천원 인상",경제
6,6,2024.11.06. 오후 9:00,조선일보,"환율, 7개월만 1400원 돌파… 트럼프 당선 여파",경제
7,7,2024.11.06. 오후 8:56,한겨레,원-달러 환율 장중 1400원 돌파…트럼프 당선에 달러 가치 급등 양상,경제
0,0,2024.11.06. 오후 9:01,한국경제,"""주부들 난리 나겠네""…흑백요리사 셰프도 놀란 'AI 주방'",경제
1,1,2024.11.06. 오후 9:00,이데일리,"[속보]HD현대중공업 노사, 임단협 잠정합의…기본급 12만9천원 인상",경제
2,2,2024.11.06. 오후 9:00,조선일보,"환율, 7개월만 1400원 돌파… 트럼프 당선 여파",경제
3,3,2024.11.06. 오후 8:56,한겨레,원-달러 환율 장중 1400원 돌파…트럼프 당선에 달러 가치 급등 양상,경제
4,4,2024.11.06. 오후 9:01,한국경제,"""주부들 난리 나겠네""…흑백요리사 셰프도 놀란 'AI 주방'",경제
5,5,2024.11.06. 오후 9:00,이데일리,"[속보]HD현대중공업 노사, 임단협 잠정합의…기본급 12만9천원 인상",경제
6,6,2024.11.06. 오후 9:00,조선일보,"환율, 7개월만 1400원 돌파… 트럼프 당선 여파",경제
7,7,2024.11.06. 오후 8:56,한겨레,원-달러 환율 장중 1400원 돌파…트럼프 당선에 달러 가치 급등 양상,경제
0,0,2024.11.06. 오후 9:01,한국경제,"""주부들 난리 나겠네""…흑백요리사 셰프도 놀란 'AI 주방'",경제
1,1,2024.11.06. 오후 9:00,이데일리,"[속보]HD현대중공업 노사, 임단협 잠정합의…기본급 12만9천원 인상",경제
2,2,2024.11.06. 오후 9:00,조선일보,"환율, 7개월만 1400원 돌파… 트럼프 당선 여파",경제
3,3,2024.11.06. 오후 8:56,한겨레,원-달러 환율 장중 1400원 돌파…트럼프 당선에 달러 가치 급등 양상,경제
4,4,2024.11.06. 오후 9:01,한국경제,"""주부들 난리 나겠네""…흑백요리사 셰프도 놀란 'AI 주방'",경제
5,5,2024.11.06. 오후 9:00,이데일리,"[속보]HD현대중공업 노사, 임단협 잠정합의…기본급 12만9천원 인상",경제
6,6,2024.11.06. 오후 9:00,조선일보,"환율, 7개월만 1400원 돌파… 트럼프 당선 여파",경제
7,7,2024.11.06. 오후 8:56,한겨레,원-달러 환율 장중 1400원 돌파…트럼프 당선에 달러 가치 급등 양상,경제
0,0,2024.11.06. 오후 9:01,한국경제,"""주부들 난리 나겠네""…흑백요리사 셰프도 놀란 'AI 주방'",경제
1,1,2024.11.06. 오후 9:00,이데일리,"[속보]HD현대중공업 노사, 임단협 잠정합의…기본급 12만9천원 인상",경제
2,2,2024.11.06. 오후 9:00,조선일보,"환율, 7개월만 1400원 돌파… 트럼프 당선 여파",경제
3,3,2024.11.06. 오후 8:56,한겨레,원-달러 환율 장중 1400원 돌파…트럼프 당선에 달러 가치 급등 양상,경제
4,4,2024.11.06. 오후 9:01,한국경제,"""주부들 난리 나겠네""…흑백요리사 셰프도 놀란 'AI 주방'",경제
5,5,2024.11.06. 오후 9:00,이데일리,"[속보]HD현대중공업 노사, 임단협 잠정합의…기본급 12만9천원 인상",경제
6,6,2024.11.06. 오후 9:00,조선일보,"환율, 7개월만 1400원 돌파… 트럼프 당선 여파",경제
7,7,2024.11.06. 오후 8:56,한겨레,원-달러 환율 장중 1400원 돌파…트럼프 당선에 달러 가치 급등 양상,경제
0,0,2024.11.06. 오후 9:01,한국경제,"""주부들 난리 나겠네""…흑백요리사 셰프도 놀란 'AI 주방'",경제
1,1,2024.11.06. 오후 9:00,이데일리,"[속보]HD현대중공업 노사, 임단협 잠정합의…기본급 12만9천원 인상",경제
2,2,2024.11.06. 오후 9:00,조선일보,"환율, 7개월만 1400원 돌파… 트럼프 당선 여파",경제
3,3,2024.11.06. 오후 8:56,한겨레,원-달러 환율 장중 1400원 돌파…트럼프 당선에 달러 가치 급등 양상,경제
4,4,2024.11.06. 오후 9:01,한국경제,"""주부들 난리 나겠네""…흑백요리사 셰프도 놀란 'AI 주방'",경제
5,5,2024.11.06. 오후 9:00,이데일리,"[속보]HD현대중공업 노사, 임단협 잠정합의…기본급 12만9천원 인상",경제
6,6,2024.11.06. 오후 9:00,조선일보,"환율, 7개월만 1400원 돌파… 트럼프 당선 여파",경제
7,7,2024.11.06. 오후 8:56,한겨레,원-달러 환율 장중 1400원 돌파…트럼프 당선에 달러 가치 급등 양상,경제
0,0,2024.11.06. 오후 9:01,한국경제,"""주부들 난리 나겠네""…흑백요리사 셰프도 놀란 'AI 주방'",경제
